timestep,timestamp,baseline_temp,ai_temp,baseline_pmv,ai_pmv,baseline_kw,ai_kw
73,Day-Step 73,23.0,23.60020442149552,0.14936327040251338,0.2854692932618282,3.7521495089679804,3.419322569110633
74,Day-Step 74,23.0,24.081580871655383,0.1422153875805699,0.345483841252285,3.667083768958246,3.5654936569896916
75,Day-Step 75,22.999999999999996,24.099440161230106,0.13511835782725784,0.3546215667879662,3.570765817997888,3.202598486452022
76,Day-Step 76,23.000000000000004,24.09992356028505,0.12812133128850753,0.3479532687110932,3.4743741918636344,2.7621080956292126
77,Day-Step 77,23.0,24.09998944127735,0.12166151598948172,0.3432192541831805,3.380675479114018,2.757573295053231
78,Day-Step 78,22.999999999999996,24.94891286986116,0.11651822866066192,0.4607484606569816,3.294303063748335,2.05564416156253
79,Day-Step 79,22.999999999999996,24.99994617109036,0.11369092954332283,0.4925991211711582,3.22928816562326,2.5008452196512874
80,Day-Step 80,23.0,24.99999534426962,0.11312886904862479,0.5015681692398429,3.177272170388573,1.9062686873725694
81,Day-Step 81,23.0,24.999999583272178,0.11362372383404881,0.5062129668380083,3.1325234009490086,2.0573541629497236
82,Day-Step 82,23.0,24.99999996311663,0.11455497544233295,0.5101518767452271,3.0910809540158044,2.0851201654347498
83,Day-Step 83,23.0,24.99999999680365,0.11565106381374045,0.5124417134615498,3.0556370809731237,2.0880484846699856
84,Day-Step 84,22.999999999999996,24.999999999728466,0.11679745171401888,0.5137649332127804,3.0211981254849363,2.077353002119745
85,Day-Step 85,22.999999999999996,24.99999999997737,0.11786542479896461,0.5126421348673423,2.987318053607135,2.05834884670349
86,Day-Step 86,23.0,24.999999999998145,0.1187741815985074,0.5127512410464826,2.9540828041349414,2.034312844651431
87,Day-Step 87,23.0,24.99999999999985,0.11973170300272538,0.5126036803511134,2.91810204899137,2.0070943833030355
88,Day-Step 88,22.999999999999996,24.99999999999999,0.12067840880302654,0.512267689890366,2.880871869492138,1.9776552115489516
89,Day-Step 89,22.999999999999996,25.000000000000004,0.12157751668136096,0.5118551838411857,2.8430248174565427,1.945602763498834
90,Day-Step 90,23.0,25.0,0.12243384118693348,0.5113859674398145,2.8045898254533608,1.9119990009903878
